prompt_id,prompt,q_text,q_image,q_audio,q_combined,judge_mean,judge_grade,text_score,image_score,lr_pred,nb_p_good,nb_p_good_loo,lr_gr,lr_gr_loo
308,A newt blacksmith solving a crossword,0.831476,0.47905390219487504,0.865928010232,0.7604,3.0,0.5,4.0,2.0,3.6913,0.2882,0.2898,0.6042,0.6272
309,A cheerful bat mountaineer with a paper airplane,0.835052,0.49356138088750007,0.8521338398795,0.765,4.5,0.875,4.0,5.0,3.7328,0.3001,0.2926,0.608,0.6204
310,"A butterfly exploring a cave at a countryside fair, in a whimsical car",0.833197,0.4885580720155,0.8865540341788751,0.7651,4.0,0.75,4.5,3.5,3.7372,0.388,0.3831,0.7451,0.754
311,"A badger tending a beehive in a lavender meadow, with bold vivid color",0.846636,0.437564307998875,0.8825258659088749,0.7639,4.5,0.875,4.0,5.0,3.7216,0.3311,0.3259,0.6597,0.6728
312,A tiny panda holding a bowl of ramen in a bustling market,0.851952,0.48046098965387496,0.878271083512,0.7763,4.5,0.875,4.0,5.0,3.8579,0.4505,0.4442,0.825,0.8277
313,A cheerful elephant florist with a bowl of ramen,0.838257,0.445541616424875,0.8719734024218749,0.7587,3.75,0.6875,4.0,3.5,3.6699,0.2739,0.2753,0.5774,0.6018
314,A bat mixing a bubbling potion on a cliff overlooking the sea,0.840303,0.47439956841487496,0.8781770774875001,0.7667,3.5,0.625,4.0,3.0,3.7575,0.3645,0.3662,0.7201,0.736
315,A raccoon and a tiger sipping tea in a garden,0.844607,0.4770642603955,0.882419918619875,0.7706,3.5,0.625,3.0,4.0,3.8012,0.4118,0.4138,0.7781,0.7909
316,A meerkat judge blowing glass ornaments,0.830188,0.44149589299549996,0.815527844173875,0.7481,3.25,0.5625,4.0,2.5,3.5635,0.0505,0.0636,0.0,0.1301
317,A toucan feeding pigeons in a plaza in a lantern-lit alley,0.850683,0.453146998998875,0.859039304909875,0.7684,3.25,0.5625,3.5,3.0,3.7805,0.303,0.3057,0.6173,0.6409
318,A hedgehog ranger on a floating island,0.835742,0.453212101509875,0.8717579519648749,0.7585,4.0,0.75,4.0,4.0,3.6668,0.2725,0.2692,0.579,0.5989
319,A platypus ranger conducting an orchestra,0.83768,0.457479894528875,0.88183566395,0.7615,4.0,0.75,5.0,3.0,3.6994,0.3189,0.3153,0.6505,0.6662
320,A penguin teacher reading under an umbrella,0.830922,0.44008343016387497,0.8633406783538751,0.7517,3.25,0.5625,4.5,2.0,3.5949,0.2044,0.2058,0.4502,0.4823
321,A butterfly clockmaker chasing fireflies,0.819965,0.4286930511595,0.8790120496875,0.7426,3.0,0.5,3.5,2.5,3.5016,0.1711,0.1758,0.3814,0.4248
322,A narwhal and a bumblebee reading a giant book,0.840282,0.4826055790955,0.8528125270795,0.7666,4.25,0.8125,4.5,4.0,3.7521,0.3004,0.2941,0.6095,0.6234
323,A tiny narwhal holding a tiny umbrella in a coral reef,0.853716,0.44123722863799997,0.865715747013875,0.7685,3.5,0.625,3.5,3.5,3.7804,0.3166,0.3209,0.6395,0.6637
324,A tiny goat holding an old brass compass on a train platform,0.848518,0.4698251220795,0.889916738678875,0.7725,4.25,0.8125,4.0,4.5,3.8176,0.4331,0.4274,0.7972,0.8023
325,A platypus librarian in a candlelit cafe,0.837898,0.47271527272987496,0.8686198711718749,0.7639,3.75,0.6875,4.5,3.0,3.7265,0.3179,0.3194,0.6507,0.6707
326,A butterfly knight brewing coffee at dawn,0.825754,0.5069786036780001,0.8594940122038751,0.7617,3.0,0.5,3.0,3.0,3.7111,0.3165,0.3233,0.6334,0.6614
327,"A jellyfish planting tulips, in a whimsical cartoon style",0.845809,0.461268987614875,0.878046621163875,0.7679,3.5,0.625,3.5,3.5,3.7709,0.3631,0.3649,0.712,0.7286
328,"A salamander baking sourdough at a countryside fair, in soft pastel co",0.850466,0.4840858565595,0.846780646269875,0.7738,3.25,0.5625,4.0,2.5,3.8442,0.3173,0.3219,0.6397,0.6644
329,A cheerful camel beekeeper with a bowl of ramen,0.83404,0.476376916943875,0.8743855814298749,0.7623,2.75,0.4375,2.5,3.0,3.7126,0.3193,0.3232,0.6593,0.6789
330,A camel racing a paper airplane under a starry sky,0.839158,0.41469524934199997,0.8828259811718749,0.7537,3.0,0.5,2.5,3.5,3.6215,0.2592,0.2639,0.55,0.581
331,A gecko sailor in an autumn park,0.817046,0.53766398,0.8573487870794999,0.7616,4.25,0.8125,3.5,5.0,3.6833,0.3527,0.275,0.687,0.5975
332,A raccoon cobbler in a cherry blossom park,0.835388,0.439469004472,0.8807401323338749,0.756,3.5,0.625,4.5,2.5,3.6412,0.2714,0.2731,0.5715,0.5964
333,A cheerful koala barber with a glowing lantern,0.847301,0.47422549579549994,0.87531750555,0.7715,3.5,0.625,4.0,3.0,3.8105,0.397,0.399,0.7589,0.773
334,A ant and a narwhal repairing a pocket watch,0.824019,0.45571197765550003,0.8663139039968749,0.7502,3.5,0.625,4.0,3.0,3.5774,0.1991,0.2015,0.4456,0.4799
335,"A crab napping in a hammock, in a cozy hand-drawn style",0.84393,0.4672346383595,0.883498351249875,0.7682,4.75,0.9375,4.5,5.0,3.7697,0.3833,0.3793,0.739,0.7494
336,A wolf and a bumblebee carving a wooden spoon,0.83538,0.45572272770887506,0.8716370465155001,0.7588,3.5,0.625,4.0,3.0,3.6708,0.2746,0.276,0.5835,0.6075
337,A tiny kangaroo holding a basket of apples in a lavender meadow,0.851248,0.5002889535499999,0.8768197312,0.7799,4.5,0.875,4.5,4.5,3.8949,0.5138,0.5058,0.9021,0.8982
338,"A badger picking apples in autumn at a mountain lake at sunrise, in ge",0.846059,0.5054297663038749,0.8877835555119999,0.778,3.25,0.5625,3.5,3.0,3.8871,0.5383,0.5449,0.9289,0.9383
339,A rhino jeweler chasing fireflies,0.82151,0.44641600823987504,0.863450964792,0.7463,3.5,0.625,4.0,3.0,3.534,0.167,0.1701,0.3723,0.4131
340,"A piglet blowing glass ornaments in a misty valley, with bold vivid co",0.845233,0.461782300399875,0.8841123079875001,0.768,3.5,0.625,4.0,3.0,3.7724,0.3788,0.3808,0.7307,0.7463
341,A alpaca forging a silver key on a floating island,0.833293,0.467369629209875,0.8686777195500001,0.7595,3.5,0.625,4.5,2.5,3.6787,0.278,0.2794,0.5908,0.6144
342,A tiny bat holding a tiny umbrella on a train platform,0.845305,0.4520798019875,0.8807953234875,0.7658,4.25,0.8125,4.5,4.0,3.7455,0.3481,0.3442,0.6879,0.7012
343,A cheerful penguin gardener with a glowing lantern,0.843064,0.434153675598,0.8784974552,0.7603,4.5,0.875,4.5,4.5,3.6829,0.2977,0.2924,0.6108,0.6262
344,A rhino flying a kite in a storm at a countryside fair,0.84631,0.477362062363875,0.885972925358875,0.7722,3.0,0.5,3.0,3.0,3.821,0.4333,0.4357,0.8018,0.8137
345,A platypus and a ladybug planting tulips,0.843826,0.45267573919950005,0.875662840346875,0.7645,3.25,0.5625,3.5,3.0,3.7345,0.3269,0.3285,0.6594,0.679
346,A meerkat and a zebra meditating under a waterfall,0.840798,0.479474817424875,0.871115662462,0.7676,3.5,0.625,4.5,2.5,3.7675,0.3613,0.363,0.7134,0.7298
347,"A hedgehog fishing off a wooden pier in a lavender meadow, in warm gol",0.85065,0.472145389678,0.873538733982,0.7733,4.0,0.75,4.5,3.5,3.8284,0.4034,0.3981,0.7645,0.7719
348,A beaver and a firefly racing a paper airplane,0.844276,0.40442851362187504,0.8553680750355,0.7533,3.25,0.5625,3.5,3.0,3.6178,0.1869,0.1941,0.4286,0.4733
349,A axolotl mountaineer harvesting wildflowers,0.816883,0.45021090933950003,0.8373219973998749,0.7419,3.5,0.625,4.0,3.0,3.4853,0.0821,0.0883,0.1269,0.1989
350,A beaver alchemist reading tarot cards,0.833662,0.462487756523875,0.8758494259875,0.7592,4.25,0.8125,4.5,4.0,3.6737,0.2884,0.2849,0.6103,0.6282
351,A lemur and a crab conducting an orchestra,0.841529,0.45409972399687504,0.884200343994875,0.7638,3.5,0.625,4.5,2.5,3.7257,0.3408,0.3426,0.6776,0.6963
352,A hippo judge reading tarot cards,0.81856,0.478937791759875,0.856907754782,0.7505,3.75,0.6875,4.0,3.5,3.5773,0.1864,0.1922,0.4116,0.4546
353,A ant mountaineer in a bamboo grove,0.829873,0.4410993961579999,0.8652047960938751,0.7513,3.25,0.5625,4.0,2.5,3.5905,0.2057,0.2071,0.4539,0.4859
354,A tiny fox holding a stack of books in a snowy village,0.846976,0.470582275953875,0.892089442179875,0.7717,4.0,0.75,4.5,3.5,3.8102,0.4319,0.4258,0.7942,0.799
355,A tiny piglet holding a bowl of ramen in a cozy library,0.848497,0.482212022382,0.883570171358875,0.7746,4.25,0.8125,4.5,4.0,3.8409,0.4541,0.4493,0.8291,0.8335
356,"A narwhal conducting an orchestra, with bold vivid colors",0.839206,0.49046222571987497,0.846213260213875,0.767,3.5,0.625,4.5,2.5,3.7626,0.2816,0.2856,0.5821,0.6097
357,A narwhal exploring a cave in a lantern-lit alley,0.852487,0.482113031538875,0.8977995784155001,0.7785,3.75,0.6875,4.0,3.5,3.887,0.5031,0.5109,0.8829,0.8962
358,A sloth astronomer in a desert at noon,0.824988,0.47874621183487504,0.8613636624238751,0.7554,3.5,0.625,4.0,3.0,3.6341,0.2358,0.2383,0.5113,0.5414
359,A wolf carpenter blowing glass ornaments,0.823317,0.49140079708487505,0.853302317342,0.7562,3.25,0.5625,4.0,2.5,3.6469,0.2292,0.2333,0.492,0.5258
360,A cat and a bat climbing a snowy peak,0.838041,0.45139758175799993,0.887817693253875,0.7609,4.0,0.75,3.5,4.5,3.6925,0.3242,0.32,0.651,0.6658
361,A dragonfly and a bumblebee sailing a paper boat,0.841233,0.46507603952887505,0.882918262471875,0.7657,4.25,0.8125,3.5,5.0,3.7449,0.3602,0.3564,0.7091,0.7213
362,A axolotl cartographer in a moonlit garden,0.820213,0.463166054318875,0.8339446492968751,0.7467,3.75,0.6875,4.5,3.0,3.5351,0.0941,0.1006,0.1756,0.2432
363,A llama professor in an autumn park,0.821809,0.44349351297550005,0.867702550554875,0.7462,3.25,0.5625,3.5,3.0,3.5355,0.1745,0.1776,0.3909,0.4304
364,"A shark sketching in a cafe in an autumn park, with bold vivid colors",0.8406,0.508700444249875,0.881367141346875,0.7743,3.75,0.6875,4.5,3.0,3.8407,0.5013,0.5085,0.8857,0.8984
365,A tiny toucan holding a basket of apples at a mountain lake at sunrise,0.846381,0.507744218064875,0.855024351838,0.7764,3.75,0.6875,3.5,4.0,3.864,0.4269,0.4343,0.7846,0.8034
366,A rhino and a lemur fishing off a wooden pier,0.838932,0.47359090009387506,0.8783358279679999,0.7655,3.25,0.5625,3.5,3.0,3.7457,0.3542,0.3558,0.7066,0.7233
367,A cheerful salamander mountaineer with a knitted scarf,0.840243,0.476225290546875,0.8895263671875,0.7678,4.0,0.75,3.5,4.5,3.7679,0.4035,0.3986,0.7614,0.7694
368,A flamingo shepherd in a lavender meadow,0.836617,0.458922280621875,0.8892938771394999,0.7616,3.5,0.625,4.0,3.0,3.7024,0.3352,0.3375,0.6673,0.6873
369,A owl clockmaker in a sunflower field,0.829658,0.434329247933875,0.8541079365968749,0.7489,4.0,0.75,3.5,4.5,3.5595,0.1626,0.157,0.3612,0.3863
370,A walrus meteorologist dancing in the rain,0.846249,0.455524701894875,0.877441859096875,0.767,3.25,0.5625,3.5,3.0,3.7618,0.3508,0.3526,0.6932,0.7109
371,A tiny donkey holding an old brass compass in a cozy library,0.843252,0.4795926432595,0.8684261410355,0.7692,4.0,0.75,4.5,3.5,3.7834,0.3682,0.3644,0.7189,0.7306
372,A cheerful rhino lighthouse keeper with a tiny umbrella,0.838594,0.442717463582,0.873703129248875,0.7585,3.75,0.6875,4.5,3.0,3.6674,0.2758,0.2773,0.5798,0.6041
373,"A newt building a birdhouse under a starry sky, in gentle morning ligh",0.840394,0.41540800259550004,0.869819859358875,0.7538,2.75,0.4375,3.5,2.0,3.6247,0.2342,0.2364,0.5078,0.5408
374,A koala and a tiger exploring a cave,0.841818,0.4402290259355,0.8570280245680001,0.7591,4.5,0.875,4.0,5.0,3.6684,0.2334,0.2288,0.5036,0.5252
375,A rhino barista in an autumn park,0.82673,0.464376691809875,0.859474409868875,0.7535,3.25,0.5625,4.5,2.0,3.6146,0.2106,0.2124,0.4626,0.4948
376,A alpaca conducting an orchestra on a rooftop at night,0.836107,0.461764003363875,0.8484394828488749,0.7589,3.75,0.6875,4.5,3.0,3.6713,0.2113,0.2135,0.4613,0.4942
377,A donkey cartographer on a foggy harbor,0.833836,0.46209870019199994,0.8749243084875,0.7592,2.75,0.4375,2.5,3.0,3.6782,0.2863,0.2895,0.6066,0.6291
378,A cheerful mole gardener with a cup of hot cocoa,0.828326,0.432773127902,0.8441614687500001,0.7469,4.75,0.9375,4.5,5.0,3.5265,0.1228,0.1132,0.2646,0.2804
379,A snail forging a silver key on a wooden bridge,0.828843,0.451619019974875,0.865222220369875,0.7527,2.75,0.4375,2.5,3.0,3.6085,0.2157,0.2178,0.4758,0.5065
380,"A salamander sailing a paper boat in a misty valley, in warm golden li",0.848112,0.4661937495995,0.8803551293498749,0.7707,4.75,0.9375,4.5,5.0,3.7973,0.3948,0.3905,0.7537,0.7628
381,A flamingo and a pony watering a rooftop garden,0.85389,0.45262258,0.8972472211120001,0.7733,3.5,0.625,3.5,3.5,3.8322,0.422,0.43,0.7818,0.8017
382,"A koala racing a paper airplane, in soft pastel colors",0.847605,0.45512161198887496,0.873114202998875,0.7676,2.5,0.375,2.5,2.5,3.7718,0.344,0.3475,0.6826,0.7011
383,A lamb alchemist flying a hot air balloon,0.822751,0.44311827827199995,0.8556378232538749,0.7459,3.0,0.5,3.5,2.5,3.5348,0.1484,0.151,0.3254,0.3682
384,"A turtle flying a kite in a storm, in a whimsical cartoon style",0.831907,0.44031273375950003,0.843909449422,0.7511,3.75,0.6875,4.5,3.0,3.5846,0.1427,0.1453,0.3175,0.3612
385,A tiny crow holding a stack of books in a lavender meadow,0.852695,0.4556091936395,0.902931680078,0.7734,3.5,0.625,4.0,3.0,3.8346,0.4268,0.4379,0.7891,0.812
386,"A koala balancing on a tightrope, in a vintage storybook style",0.840842,0.480300599032,0.873039233103875,0.7679,3.75,0.6875,4.5,3.0,3.7705,0.3698,0.3715,0.7261,0.7419
387,A cheerful dragonfly meteorologist with a ball of yarn,0.833385,0.463808432339875,0.850149697408,0.7575,3.5,0.625,3.0,4.0,3.6573,0.2101,0.2121,0.458,0.4907
388,A cheerful dragonfly skier with a pocket watch,0.836678,0.4643343941955,0.8732613166795,0.7616,3.5,0.625,4.5,2.5,3.7019,0.3034,0.3049,0.632,0.6531
389,A hummingbird and a alpaca juggling glowing orbs,0.843569,0.4790353805195,0.8810635451218749,0.7702,3.0,0.5,3.0,3.0,3.7984,0.4074,0.4093,0.7739,0.7869
390,A cheerful penguin cobbler with a bunch of balloons,0.836902,0.43635889167799996,0.8719292836995,0.7558,3.75,0.6875,4.5,3.0,3.638,0.2526,0.2542,0.5397,0.5665
391,A tiny crab holding a ball of yarn on a rainy street,0.84118,0.492258715678,0.85040138995,0.7691,4.25,0.8125,4.5,4.0,3.7783,0.3207,0.3119,0.6396,0.6487
392,A chameleon and a koala climbing a snowy peak,0.849598,0.46541171628800004,0.8755893098875,0.7713,4.0,0.75,4.5,3.5,3.8065,0.3861,0.3814,0.7419,0.7512
393,A cheerful camel astronaut with a steaming teacup,0.83418,0.46952337206199996,0.877421831518,0.7612,4.25,0.8125,4.0,4.5,3.6949,0.3113,0.3077,0.6469,0.6627
394,A lobster and a koala feeding pigeons in a plaza,0.849884,0.466449617262,0.865382161104875,0.771,3.5,0.625,4.5,2.5,3.8061,0.3565,0.359,0.697,0.7154
395,A spider sketching in a cafe in a desert at noon,0.843726,0.46454670543800003,0.8805975162155,0.7673,3.5,0.625,4.0,3.0,3.7639,0.3668,0.3685,0.7182,0.7343
396,"A wombat photographing the moon in a coral reef, watercolor style",0.83461,0.49174880590387493,0.876165162128875,0.7661,3.75,0.6875,4.5,3.0,3.75,0.3766,0.3791,0.7365,0.7526
397,A cheerful firefly skier with a bouquet of wildflowers,0.839966,0.41102512971487504,0.88621320355,0.7538,3.25,0.5625,4.5,2.0,3.6203,0.2639,0.27,0.5592,0.5918
398,A ant and a dolphin racing a paper airplane,0.822171,0.472651067694875,0.866724036154875,0.7524,3.25,0.5625,3.5,3.0,3.6046,0.2195,0.2228,0.4884,0.5217
399,"A raccoon folding origami cranes, in soft pastel colors",0.849153,0.456337608721875,0.8319155228875,0.766,3.75,0.6875,3.5,4.0,3.7491,0.1648,0.1741,0.3878,0.4411
400,A llama and a chameleon feeding pigeons in a plaza,0.847524,0.4432990312195,0.852453821174875,0.7636,3.5,0.625,4.0,3.0,3.7254,0.2416,0.2438,0.5204,0.5494
401,"A otter stargazing on a rooftop, in a vintage storybook style",0.816204,0.5064475704198751,0.8643888358788749,0.755,4.25,0.8125,4.0,4.5,3.6155,0.2634,0.226,0.5538,0.5198
402,A cheerful salamander drummer with a pocket watch,0.840466,0.415913135218875,0.8768999363875,0.7545,3.25,0.5625,3.5,3.0,3.6271,0.2541,0.2583,0.5415,0.5724
403,"A mole writing a letter, in warm golden light",0.83613,0.432923251943875,0.856869157838,0.7535,4.0,0.75,4.5,3.5,3.6101,0.1975,0.1924,0.4364,0.4598
404,"A zebra watering a rooftop garden on a floating island, in a cozy hand",0.84247,0.479178639471875,0.871153113208875,0.7687,3.5,0.625,4.0,3.0,3.7801,0.3707,0.3724,0.7252,0.7409
405,A hummingbird skier on a floating island,0.834043,0.4680407893875,0.8701145182995,0.7603,3.25,0.5625,3.5,3.0,3.6879,0.2876,0.289,0.6074,0.63
406,A pony flying a kite in a storm in a coral reef,0.83987,0.486534570558,0.868638412584875,0.7682,3.75,0.6875,4.5,3.0,3.7737,0.3705,0.3725,0.7229,0.7392
407,"A lobster dancing in the rain at a countryside fair, in a cozy hand-dr",0.83473,0.5067787703838751,0.9041967914995,0.7713,4.25,0.8125,4.0,4.5,3.7963,0.4939,0.4699,0.8679,0.8471
408,"A pony sailing a paper boat, in a cozy hand-drawn style",0.845177,0.4275771181195,0.878082547346875,0.7604,4.0,0.75,3.0,5.0,3.6862,0.296,0.2886,0.6078,0.6203
409,"A lamb climbing a snowy peak, with bold vivid colors",0.836829,0.459694554872,0.8896498431395,0.7619,3.75,0.6875,3.5,4.0,3.7046,0.3391,0.3414,0.6726,0.6923
410,"A bumblebee building a birdhouse, in soft pastel colors",0.858214,0.41861408299549996,0.893286241783875,0.769,3.5,0.625,4.0,3.0,3.7875,0.3582,0.3718,0.7071,0.7389
411,A tiny ladybug holding a slice of cake in a lantern-lit alley,0.845677,0.49171664212887495,0.875925995848875,0.774,4.75,0.9375,4.5,5.0,3.8316,0.4472,0.4425,0.8231,0.8278
412,A platypus and a salamander sailing a paper boat,0.844575,0.42531553455800003,0.875515577363875,0.7593,3.75,0.6875,4.5,3.0,3.6759,0.2829,0.2856,0.5877,0.6132
413,"A iguana writing a letter in a cozy library, in a dreamy haze",0.838469,0.48046227206987496,0.8859985679019999,0.7672,3.5,0.625,4.0,3.0,3.7637,0.395,0.3972,0.7553,0.7697
414,A tiny duck holding a bouquet of wildflowers on a floating island,0.852798,0.451151579746875,0.877274421619875,0.7708,3.75,0.6875,4.0,3.5,3.8018,0.3725,0.3763,0.7197,0.7384
415,A cheerful goose baker with a tiny umbrella,0.838149,0.41942046897487506,0.856626653118875,0.7521,3.75,0.6875,4.5,3.0,3.5961,0.1871,0.19,0.4193,0.4564
416,"A koala fishing off a wooden pier, in soft pastel colors",0.849875,0.46952751384799996,0.870476600459875,0.772,3.25,0.5625,3.5,3.0,3.8182,0.3822,0.3847,0.7353,0.7515
417,A piglet coach in a moonlit garden,0.82498,0.44141456195,0.850681227246875,0.7468,3.75,0.6875,3.0,4.5,3.5377,0.1409,0.1431,0.3076,0.3508
418,"A bumblebee solving a crossword, in a whimsical cartoon style",0.839684,0.4362533446795,0.8911226504288751,0.7592,4.0,0.75,4.5,3.5,3.6727,0.3106,0.3043,0.6272,0.6404
419,"A duck picking apples in autumn, in a cozy hand-drawn style",0.832825,0.45351349573550004,0.8791483915795,0.757,3.0,0.5,3.0,3.0,3.6539,0.2755,0.2769,0.5853,0.6092
420,"A elephant painting a mural, with bold vivid colors",0.832283,0.456757922288875,0.877951164078,0.7572,3.25,0.5625,3.5,3.0,3.655,0.2749,0.2763,0.5865,0.6103
421,A turtle and a elephant napping in a hammock,0.831771,0.464109346222,0.8619627089195,0.7572,4.5,0.875,4.0,5.0,3.6507,0.2446,0.2409,0.5268,0.5487
422,A tiny camel holding a wooden music box in a coral reef,0.849743,0.42887089967549996,0.9040660129548749,0.7658,4.25,0.8125,4.5,4.0,3.7402,0.351,0.3293,0.6941,0.6834
423,A chinchilla firefighter harvesting wildflowers,0.834491,0.473484006473875,0.8638034483438749,0.7613,3.5,0.625,4.0,3.0,3.6984,0.2861,0.2876,0.5976,0.6208
424,A bat diver conducting an orchestra,0.823644,0.34382768022187504,0.8715114154875,0.727,3.5,0.625,4.5,2.5,3.3137,0.1166,0.2226,0.2912,0.5586
425,A cheerful wombat beekeeper with a knitted scarf,0.841719,0.43950207815487496,0.875206885368,0.7602,3.5,0.625,4.0,3.0,3.6868,0.2909,0.2926,0.602,0.6251
426,"A chameleon carving a wooden spoon on a rooftop at night, in a whimsic",0.84081,0.478028456702,0.8703649346875,0.7672,3.75,0.6875,4.0,3.5,3.763,0.3549,0.3566,0.7039,0.7209
427,A ant blacksmith dancing in the rain,0.835335,0.5115040734555001,0.84507962,0.7685,4.0,0.75,4.5,3.5,3.7731,0.3182,0.2979,0.6391,0.6321
428,A whale referee in a candlelit cafe,0.83683,0.39638777897550004,0.855718277923875,0.7463,3.0,0.5,4.5,1.5,3.5446,0.1552,0.165,0.3597,0.4164
429,A gecko baking sourdough in a sunflower field,0.845543,0.46111534719200004,0.8526705277755,0.7659,3.75,0.6875,4.5,3.0,3.7478,0.2708,0.2729,0.5656,0.5916
430,A cat sipping tea in a garden in an autumn park,0.832539,0.441384414622,0.883240261189875,0.7546,3.75,0.6875,3.0,4.5,3.6236,0.2642,0.2658,0.5596,0.5853
431,"A rhino sailing a paper boat, photorealistic",0.820068,0.42437251000799997,0.857744871808,0.7402,3.25,0.5625,2.5,4.0,3.4708,0.1233,0.1272,0.2606,0.3118
432,A cheerful lamb barista with a cup of hot cocoa,0.834864,0.455587401793875,0.8602076114198749,0.7576,3.5,0.625,4.5,2.5,3.6576,0.2393,0.2406,0.5146,0.5427
433,A tiger conductor in a candlelit cafe,0.827588,0.471947532598875,0.828849745472,0.7535,3.5,0.625,4.0,3.0,3.6147,0.1091,0.1178,0.2335,0.3019
434,A bear gardener writing a letter,0.821857,0.478027001678,0.8422697827755,0.7516,4.25,0.8125,4.5,4.0,3.5836,0.1492,0.1318,0.3295,0.3262
435,A fox knight flying a kite in a storm,0.840613,0.499288626838875,0.885862895868875,0.7726,3.25,0.5625,4.0,2.5,3.827,0.476,0.4803,0.8544,0.8656
436,A narwhal and a walrus painting a mural,0.846141,0.45600781395,0.871376928444875,0.7666,3.5,0.625,4.0,3.0,3.7565,0.3331,0.3349,0.6674,0.6866
437,A tiny dolphin holding a tiny umbrella in a moonlit garden,0.853534,0.48442407355,0.8866129353280001,0.7789,4.0,0.75,4.5,3.5,3.8893,0.4957,0.4872,0.8776,0.8748
438,A cheerful camel fencer with a paper lantern,0.837596,0.420415709342,0.884995292121875,0.754,3.5,0.625,2.5,4.5,3.6188,0.2637,0.2672,0.556,0.5847
439,A frog dancing in the rain in a bustling market,0.84901,0.5049550684288749,0.875758400634875,0.7791,4.25,0.8125,4.5,4.0,3.8895,0.5175,0.5088,0.906,0.9013
440,"A beetle flying a hot air balloon, in a cozy hand-drawn style",0.837274,0.4462264426355,0.878173170208,0.7586,4.75,0.9375,4.5,5.0,3.6652,0.2862,0.2826,0.5979,0.6164
441,"A lemur watering a rooftop garden in a sunflower field, photorealistic",0.835668,0.493721406912,0.8863482350755,0.768,4.5,0.875,4.5,4.5,3.7641,0.423,0.4176,0.7894,0.7953
442,A tiny meerkat holding a steaming teacup under a starry sky,0.847667,0.470985860253875,0.836217341239875,0.7683,4.25,0.8125,4.0,4.5,3.7639,0.2104,0.1845,0.4738,0.4561
443,"A scorpion blowing glass ornaments in a neon nightclub, in soft pastel",0.856091,0.4462696451795,0.8899652392195,0.773,3.0,0.5,3.5,2.5,3.8347,0.4056,0.4134,0.7617,0.7825
444,A cheerful bumblebee dj with a paper lantern,0.831164,0.457559593408875,0.8741370527238751,0.7563,3.5,0.625,3.5,3.5,3.6439,0.2601,0.2615,0.5628,0.5881
445,A narwhal pilot forging a silver key,0.84019,0.46991381439200003,0.853792174678875,0.7639,3.5,0.625,4.5,2.5,3.7279,0.2718,0.2737,0.5658,0.5914
446,A spider alchemist under a starry sky,0.827789,0.46070710503987505,0.8583100040755001,0.7534,4.25,0.8125,4.5,4.0,3.6083,0.2061,0.2009,0.4528,0.4755
447,"A duck rowing across a misty lake on a train platform, in soft pastel ",0.854905,0.46997466648749997,0.887034554798,0.7769,3.25,0.5625,3.5,3.0,3.8737,0.4572,0.4633,0.8288,0.8436
448,A penguin and a salamander mixing a bubbling potion,0.842934,0.4996129956795,0.8510397765488751,0.7719,4.0,0.75,4.5,3.5,3.8117,0.3571,0.3471,0.6914,0.6966
449,A bear referee beside a waterfall,0.825485,0.4823247969875,0.8547260625298749,0.756,3.25,0.5625,4.0,2.5,3.6432,0.2256,0.2283,0.4865,0.5184
450,A bear potter in a snowy village,0.827359,0.4690465338795,0.888924276413875,0.757,3.5,0.625,2.5,4.5,3.653,0.2984,0.301,0.6163,0.6399
451,A hare ranger in a neon nightclub,0.835575,0.4927618152755,0.8616028088738751,0.7659,3.5,0.625,4.0,3.0,3.7499,0.3414,0.344,0.6741,0.6941
452,A turtle and a hummingbird flying a kite in a storm,0.84609,0.437808371008,0.884413475049875,0.7637,3.5,0.625,4.5,2.5,3.7251,0.3333,0.3355,0.6625,0.6826
453,A walrus and a otter meditating under a waterfall,0.846544,0.4877560477595,0.8957617244080001,0.7752,4.0,0.75,4.5,3.5,3.8486,0.491,0.4824,0.8666,0.8643
454,A goat and a wombat picking apples in autumn,0.853844,0.47023867739550007,0.887201724472,0.7762,3.5,0.625,4.0,3.0,3.8637,0.4537,0.4589,0.8244,0.8384
455,A cheerful hummingbird lighthouse keeper with a tiny umbrella,0.840964,0.4518619598,0.876894753596875,0.7624,3.75,0.6875,4.5,3.0,3.7095,0.3132,0.3147,0.6403,0.6609
456,A kangaroo painting a mural in a sunflower field,0.850361,0.492952371072,0.869313715764875,0.7772,4.25,0.8125,4.5,4.0,3.868,0.4557,0.4497,0.8287,0.8315
457,A otter ranger knitting a scarf,0.831173,0.456095612054875,0.887043980971875,0.7569,3.75,0.6875,4.5,3.0,3.6494,0.2903,0.2922,0.6033,0.6268
458,A alpaca sailor in a desert at noon,0.821782,0.421521138004875,0.894278670973875,0.7435,4.0,0.75,4.5,3.5,3.491,0.1916,0.1738,0.4254,0.4236
459,"A mantis harvesting wildflowers in a snowy village, watercolor style",0.848713,0.470997652939875,0.8933190652479999,0.7731,3.75,0.6875,3.5,4.0,3.8275,0.4445,0.4486,0.8095,0.8229
460,A lobster alchemist watering a rooftop garden,0.827895,0.425193108878,0.862933096779875,0.7464,3.5,0.625,4.5,2.5,3.5355,0.1706,0.1727,0.3795,0.4178
461,A pony professor at a mountain lake at sunrise,0.82716,0.44621181639550006,0.8817948694875,0.7516,2.75,0.4375,4.0,1.5,3.5995,0.2374,0.2405,0.517,0.5458
